Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
450987500,12500.0,549985.0,Ñuñoa,BarrioItalia/EmilioVaisse,6,4,230.0,413.0,0,20152956,Sucursal El Bosque Sur
160000000,4435.0,195122.0,Santiago,VictorManuel/MiguelLeonPrado,3,2,170.0,170.0,0,20151703,RUKAM SPA
63000000,1746.0,76829.0,LoBarnechea,Avenidaladehesa,4,1,65.0,88.0,0,20150997,Movahome Corredores Integrados
95000000,2633.0,115854.0,LasCondes,Entrepaulharrisyavenidaapoquindo,6,1,83.0,83.0,0,20150981,Movahome Corredores Integrados
120000000,3326.0,146341.0,Lampa,Condominiosantacatalina,3,2,94.0,120.0,0,20150931,Movahome Corredores Integrados
68000000,1885.0,82927.0,Pudahuel,Estrellasur,4,1,64.0,64.0,0,20150915,Movahome Corredores Integrados
135000000,3742.0,164634.0,PadreHurtado,Villavalledelsol,3,2,90.0,140.0,0,20150883,Movahome Corredores Integrados
60000000,1663.0,73171.0,LaPintana,Generalarriagada,2,1,52.0,63.0,0,20150845,Movahome Corredores Integrados
128000000,3548.0,156098.0,Quilicura,AvenidaLoCruzat/RíodePlata,6,2,77.0,120.0,2,20150287,Propital
470000000,13027.0,573171.0,LasCondes,LasVerbenas/Pinares,3,2,130.0,306.0,2,20150146,Vivaqui Propiedades
220000000,6098.0,268293.0,Recoleta,Poniente,3,1,120.0,120.0,2,20149290,RUKAM SPA
321103100,8900.0,391589.0,Lampa,SurPoniente,4,2,140.0,140.0,2,20148790,RUKAM SPA
129884400,3600.0,158396.0,Lampa,LaHaciendaAlta2421,3,3,111.0,240.0,2,20148753,RUKAM SPA
216474000,6000.0,263993.0,Pudahuel,Av.losMolinos1865,3,3,115.0,227.0,3,20148452,
176426310,4890.0,215154.0,Huechuraba,AvdelParque555,2,2,86.0,86.0,1,20148718,RUKAM SPA
378468710,10490.0,461547.0,Colina,NorPoniente,3,3,135.0,135.0,2,20148671,RUKAM SPA
342750500,9500.0,417988.0,Colina,NorOriente,3,3,130.0,380.0,2,20148629,RUKAM SPA
342750500,9500.0,417988.0,Colina,NorOriente,3,3,130.0,380.0,2,20148587,RUKAM SPA
429340100,11900.0,523585.0,Peñalolén,Lasperdicesnº5000,5,4,140.0,358.0,0,20147355,Movahome Corredores Integrados
775698500,21500.0,945974.0,LaReina,MariaMonvel,4,4,400.0,800.0,8,20146891,Unne
193022650,5350.0,235393.0,Maipú,Villaloslaureles,3,3,115.0,123.0,0,20146444,
129162820,3580.0,157516.0,Maipú,Portalesdersantaana,4,3,90.0,121.0,0,20146408,
300000000,8315.0,365854.0,LoPrado,Metroloprado,9,3,400.0,440.0,0,20146338,
221958008,6152.0,270680.0,Pudahuel,Ciudaddelosvalles,3,3,115.0,220.0,0,20146299,
302666731,8389.0,369106.0,Pudahuel,Ciudaddelosvalles,4,3,180.0,610.0,0,20146258,
600000000,16630.0,731707.0,LaFlorida,Avlafloridaconrojasmagallanes,4,2,800.0,800.0,1,20146243,
181585607,5033.0,221446.0,Maipú,Condominioloscanelosdemaipú,3,3,82.0,118.0,1,20146221,
465419100,12900.0,567584.0,Colina,SantaEsther,5,4,380.0,380.0,0,20144481,Urbalia
138904150,3850.0,169395.0,Colina,LasCabañas,3,2,78.0,78.0,0,20144465,Urbalia
638598300,17700.0,778778.0,LoBarnechea,Colegiomontetabor,3,2,140.0,334.0,2,20143876,Propiedades Viel SpA
173179200,4800.0,211194.0,Ñuñoa,Grecia/juanMoya,3,1,120.0,195.0,2,20143239,Easyprop
320000000,8869.0,390244.0,LasCondes,Alonsodecamargo/parquestarosadeapoquindo,6,3,184.0,287.0,2,20143178,Easyprop
