Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor,poblacion,icvu,ingreso_promedio,Precio_CLP_Actual,Grupo
409285000,11500.0,509695.0,QuintaNormal,Hoevel4548y4558,7,4,384.0,732.0,3,11700213,,130000,47.2,750000,469027270,2
105000000,2950.0,130760.0,PedroAguirreCerda,Rucalhue,2,1,112.0,145.0,1,10894299,Legales y Propiedades SpA,115000,41.2,620000,120315691,0
128124000,3600.0,159557.0,EstacionCentral,AvenidaLasParcelas,3,1,59.0,243.0,2,10257635,Propiedadesrs,200000,46.8,720000,146825928,0
75000000,2107.0,93400.0,Colina,PasajeGonzaloRojas,3,1,103.0,73.0,1,9232092,Patricio Gajardo propiedades,180000,53.1,920000,85933953,0
53000000,1489.0,66002.0,Colina,HernánDíazArrieta2820,2,1,57.0,67.0,1,7085397,Patricio Gajardo propiedades,180000,53.1,920000,60728835,0
94000000,2641.0,117061.0,EstacionCentral,Avenida5deAbril,2,1,72.0,131.0,0,7586371,Patricio Gajardo propiedades,200000,46.8,720000,107713132,0
75000000,2107.0,93400.0,Colina,GabrielaMistral/PabloNeruda,3,1,70.0,80.0,2,11688480,Patricio Gajardo propiedades,180000,53.1,920000,85933953,0
105000000,2950.0,130760.0,LaFlorida,SanCristóbalTres,2,1,50.0,120.0,1,12229303,Gesinprop Gestión Inmobiliaria,400000,53.6,950000,120315691,0
76000000,2135.0,94645.0,Maipu,PasajeJosédeMoraleda,3,1,72.0,72.0,1,12223374,Gesinprop Gestión Inmobiliaria,580000,50.2,850000,87075932,0
76000000,2135.0,94645.0,Maipu,Matías,3,1,46.0,90.0,1,12221068,Gesinprop Gestión Inmobiliaria,580000,50.2,850000,87075932,0
90000000,2529.0,112080.0,Maipu,LasTinajas&QuintaVergara,3,1,100.0,134.0,3,12188657,Gesinprop Gestión Inmobiliaria,580000,50.2,850000,103145214,0
75000000,2107.0,93400.0,SanBernardo,ValledelAconcagua,3,2,50.0,88.0,1,12187463,Gesinprop Gestión Inmobiliaria,320000,40.5,620000,85933953,0
153037000,4300.0,190582.0,Maipu,Merlin,3,2,98.0,130.0,2,12187364,Gesinprop Gestión Inmobiliaria,580000,50.2,850000,175375414,0
132000000,3709.0,164384.0,QuintaNormal,SalvadorGutiérrez&Jujuy,4,1,69.0,200.0,2,8493024,Paula Vivanco Arenas,130000,47.2,750000,151271491,0
199000000,5591.0,247821.0,Santiago,Cuevas,7,3,162.0,185.0,0,12155606,Todo Propiedades,505000,62.4,1200000,228028823,3
373695000,10500.0,465374.0,LaFlorida,JoséMiguelCarrera,7,3,173.0,850.0,3,7850911,,400000,53.6,950000,428242290,3
480000000,13487.0,597758.0,LaFlorida,Altomacul,5,6,240.0,600.0,2,6474890,Inmobiliaria Barrio Nuevo SpA,400000,53.6,950000,550067025,2
142000000,3990.0,176837.0,Santiago,Sandaniel,3,2,100.0,163.0,2,12065162,,505000,62.4,1200000,162732070,0
295397000,8300.0,367867.0,LaFlorida,CaminodelaNaturaleza,3,3,105.0,280.0,2,10765504,Ecorredores Gestion Inmobiliaria,400000,53.6,950000,338515334,3
391490000,11000.0,487534.0,LaFlorida,Cam.LasCumbres6790,5,3,150.0,400.0,2,10105612,Ecorredores Gestion Inmobiliaria,400000,53.6,950000,448634780,3
1210060000,34000.0,1506924.0,LasCondes,Laforesta,5,5,360.0,1150.0,4,10080545,,310000,76.2,2800000,1386689320,2
160155000,4500.0,199446.0,Lampa,AvenidaLaMontañaSur4149,3,3,80.0,156.0,2,8677005,Behouse,120000,43.7,670000,183532410,3
129903500,3650.0,161773.0,Lampa,AvenidaLaHacienda,3,2,68.0,221.0,1,7850612,Behouse,120000,43.7,670000,148865177,0
75000000,2107.0,93400.0,Quilicura,Riocachapoal,2,2,70.0,78.0,0,11426067,Propital,250000,47.5,780000,85933953,0
50000000,1405.0,62267.0,PuenteAlto,CerroParedones,3,1,31.0,73.0,0,11988681,Cgs Corretaje Inmobiliario Spa,650000,42.1,680000,57302897,0
175000000,4917.0,217933.0,Santiago,RíoTrancura,3,3,94.0,191.0,4,11840169,,505000,62.4,1200000,200539747,3
150000000,4215.0,186800.0,QuintaNormal,NuevaImperial,2,1,96.0,247.0,1,11933894,Cgs Corretaje Inmobiliario Spa,130000,47.2,750000,171908691,0
160000000,4496.0,199253.0,SanBernardo,AltoJahuel,3,2,91.0,268.0,2,11915330,Legales y Propiedades SpA,320000,40.5,620000,183369270,0
75000000,2107.0,93400.0,LaPintana,VioletaParra,3,1,62.0,88.0,1,9449460,Legales y Propiedades SpA,200000,33.2,450000,85933953,0
75000000,2107.0,93400.0,LaPintana,PoetaRamóndelValle,3,2,90.0,80.0,1,9630711,Legales y Propiedades SpA,200000,33.2,450000,85933953,0
160000000,4496.0,199253.0,PuenteAlto,Colombia,5,2,165.0,315.0,1,9881681,Legales y Propiedades SpA,650000,42.1,680000,183369270,3
302728540,8506.0,376997.0,PuenteAlto,LaParroquia,2,1,83.0,1000.0,4,10930652,Legales y Propiedades SpA,650000,42.1,680000,346917040,0
266925000,7500.0,332410.0,QuintaNormal,TadeoVargas,4,3,198.0,354.0,1,11588945,,130000,47.2,750000,305887350,3
180000000,5058.0,224159.0,Santiago,Vichuquén,3,2,79.0,114.0,0,11791851,Corredora Fuentes Propiedades,505000,62.4,1200000,206290429,0
120000000,3372.0,149440.0,Santiago,LebuOriente,4,1,131.0,138.0,2,11841421,,505000,62.4,1200000,137526953,0
239000000,6715.0,297634.0,Santiago,Avenida10deJulioHuamachuco,5,4,250.0,190.0,1,7756750,Todo Propiedades,505000,62.4,1200000,273871141,3
444519100,12490.0,553573.0,Huechuraba,SantaMartadeHuechuraba,5,5,156.0,530.0,4,11831081,Giordano Propiedades,110000,49.3,800000,509404400,3
125000000,3512.0,155666.0,Maipu,DaríoPobleteNúñez,3,2,80.0,100.0,2,11607101,dalet propiedades,580000,50.2,850000,143236850,0
65129700,1830.0,81108.0,SanBernardo,Sta.Ines3481,3,1,52.0,75.0,1,11824596,Rodrigo Cañas de la Cerda Propiedades,320000,40.5,620000,74636513,0
115000000,3231.0,143213.0,Maipu,Aracari389,3,1,76.0,120.0,2,11786572,Silvana Guillen Propiedades,580000,50.2,850000,131776270,0
261586500,7350.0,325762.0,SanMiguel,BartoloSoto,3,3,113.0,130.0,1,7971519,Good Property,120000,55.3,900000,299769603,3
266569100,7490.0,331967.0,Nunoa,Av.JoséPedroAlessandri1625,4,3,109.0,119.0,1,7971620,Good Property,250000,68.7,1700000,305479500,3
160000000,4496.0,199253.0,LaFlorida,LosGeranios70,3,1,84.0,200.0,2,11013162,,400000,53.6,950000,183369270,0
160155000,4500.0,199446.0,Lampa,Lamontañasur,3,2,88.0,158.0,3,11788723,Peralta Propiedades SpA,120000,43.7,670000,183532410,0
259807000,7300.0,323545.0,SanMiguel,QuintaAvenida,5,2,200.0,300.0,3,11750010,Giordano Propiedades,120000,55.3,900000,297730354,3
115000000,3231.0,143213.0,LaGranja,VillalosPensamientos,3,2,61.0,163.0,2,9694714,,140000,37.5,540000,131776270,0
282940500,7950.0,352354.0,Pudahuel,AvenidaLasFlores,3,3,145.0,454.0,2,6059114,Tzanis Propiedades,260000,44.3,710000,324240591,3
140580500,3950.0,175069.0,Maipu,PasajeSantaNidia,4,3,160.0,162.0,2,10500128,Gesinprop Gestión Inmobiliaria,580000,50.2,850000,161100671,3
121000000,3400.0,150685.0,Maipu,Ptovelero,3,2,100.0,136.0,1,10733354,Gesinprop Gestión Inmobiliaria,580000,50.2,850000,138668932,0
139000000,3906.0,173101.0,Maipu,Lastorres,5,2,127.0,112.0,2,10571335,alejandra escanilla garrido,580000,50.2,850000,159306132,3
91000000,2557.0,113325.0,Maipu,Elsurazo,3,1,55.0,100.0,1,11630172,alejandra escanilla garrido,580000,50.2,850000,104287194,0
190406500,5350.0,237119.0,Independencia,PasajeLeonorCepeda,5,2,120.0,240.0,0,9679579,Hudson Propiedades,105000,52.1,850000,218199643,3
140580500,3950.0,175069.0,Buin,ComercianteArmandoPérezCarrasco165,4,2,101.0,168.0,2,10221099,Ambiento Propiedades,90000,44.2,680000,161100671,0
333834200,9380.0,415734.0,Pudahuel,losrododendrosponiente,4,3,160.0,400.0,2,10370614,Tzanis Propiedades,260000,44.3,710000,382563112,3
252689000,7100.0,314681.0,PenaloLen,QuebradadeMacul,4,3,112.0,196.0,2,9462617,,260000,52.8,870000,289573358,3
85000000,2388.0,105853.0,Talagante,VillaEsperanza,2,2,80.0,138.0,1,9225401,,75000,45.8,700000,97394532,0
85000000,2388.0,105853.0,LaFlorida,LaFlorida,2,1,65.0,85.0,1,6425368,Difusion Propiedades,400000,53.6,950000,97394532,0
184356200,5180.0,229584.0,Quilicura,PasajeSantaMagdalenaQuilicur,3,2,90.0,149.0,2,9743065,Behouse,250000,47.5,780000,211266196,0
238453000,6700.0,296953.0,Pudahuel,LaEsperanza,3,3,110.0,190.0,1,7146910,Tzanis Propiedades,260000,44.3,710000,273259366,3
309633000,8700.0,385595.0,Pudahuel,LosAlmendros,5,3,165.0,400.0,2,7016500,Tzanis Propiedades,260000,44.3,710000,354829326,3
190406500,5350.0,237119.0,Maipu,CondominioLasCatalpas2,4,4,130.0,130.0,1,6992761,Tzanis Propiedades,580000,50.2,850000,218199643,3
347002500,9750.0,432133.0,Pudahuel,Efeso,4,3,140.0,550.0,2,8201406,Tzanis Propiedades,260000,44.3,710000,397653555,3
291838000,8200.0,363435.0,Pudahuel,CerrodeloAguirre,3,3,130.0,300.0,3,10653655,Tzanis Propiedades,260000,44.3,710000,334436836,3
293617500,8250.0,365651.0,Pudahuel,LosAbedules,3,3,125.0,850.0,2,9951428,Tzanis Propiedades,260000,44.3,710000,336476085,3
297176500,8350.0,370083.0,Pudahuel,Callenuevaunosur,4,3,120.0,420.0,2,9644944,Tzanis Propiedades,260000,44.3,710000,340554583,3
241656100,6790.0,300942.0,Pudahuel,EsterodelCobre,3,3,130.0,170.0,1,10930337,Tzanis Propiedades,260000,44.3,710000,276930014,3
533850000,15000.0,664819.0,LaFlorida,LaFlorida,16,12,389.0,890.0,3,2988676,Difusion Propiedades,400000,53.6,950000,611774700,2
180000000,5058.0,224159.0,Maipu,LasNaciones,5,3,136.0,153.0,2,9274473,,580000,50.2,850000,206290429,3
168000000,4720.0,209215.0,PadreHurtado,CaminoBajosdeSta.Cruz342,4,3,130.0,180.0,2,10340252,,65000,42.3,640000,192505106,3
109900000,3088.0,136862.0,Maipu,Pje.ArmandoCortinez345,3,2,85.0,120.0,1,10340294,,580000,50.2,850000,125944018,0
160000000,4496.0,199253.0,PuenteAlto,CondominioJardinesdeLasVizcachas,3,3,85.0,180.0,2,6359377,Carolina Martinez Propiedades,650000,42.1,680000,183369270,3
155000000,4355.0,193026.0,Tiltil,Tiltil,7,3,250.0,1000.0,8,3776733,Difusion Propiedades,18000,39.5,550000,177618588,3
444875000,12500.0,554016.0,LoBarnechea,ElRodeo-NidodeAguilas,6,4,176.0,275.0,2,2652853,Bello Propiedades Gestión Inmobiliaria,120000,74.8,2600000,509812250,3
153037000,4300.0,190582.0,Maipu,CalleSantaNidia,4,3,107.0,145.0,0,4003310,,580000,50.2,850000,175375414,3
136000000,3821.0,169365.0,SanBernardo,CondominioBarriónuevodenos,3,3,92.0,148.0,1,9060758,G A M P. Propiedades,320000,40.5,620000,155839409,3
119000000,3344.0,148194.0,Maipu,Elsurazo,5,2,113.0,108.0,2,8805661,alejandra escanilla garrido,580000,50.2,850000,136384973,3
135000000,3793.0,168120.0,Maipu,SantaBerta,4,3,93.0,124.0,0,9142610,alejandra escanilla garrido,580000,50.2,850000,154697429,3
270484000,7600.0,336842.0,LaFlorida,Sta.Delia7718,5,3,152.0,200.0,3,7806625,,400000,53.6,950000,309965848,3
175000000,4917.0,217933.0,Maipu,RamayanacercaMetroPlazaMaipu,4,2,110.0,130.0,3,3995128,Sucasa Gestión Inmobiliaria,580000,50.2,850000,200539747,0
391490000,11000.0,487534.0,Providencia,MiguelClaro1950,4,2,229.0,248.0,2,9542577,Sucasa Gestión Inmobiliaria,155000,75.1,2400000,448634780,3
325000000,9132.0,404732.0,Buin,Maipú490,4,2,127.0,450.0,4,9379847,,90000,44.2,680000,372448437,3
85000000,2388.0,105853.0,Santiago,Carpay984,4,2,70.0,80.0,1,11572248,,505000,62.4,1200000,97394532,0
354120500,9950.0,440997.0,Colina,Sta.Elena278,3,3,118.0,350.0,3,9196861,Behouse,180000,53.1,920000,405810551,3
81857000,2300.0,101939.0,PadreHurtado,pasajenarciso1809,3,2,53.0,65.0,1,10851413,,65000,42.3,640000,93805454,0
165000000,4636.0,205479.0,PuenteAlto,Neculan,4,2,110.0,150.0,2,7469698,,650000,42.1,680000,189079167,0
162000000,4552.0,201743.0,PuenteAlto,Mapulemu,3,2,80.0,140.0,1,9861911,,650000,42.1,680000,185653229,0
1032110000,29000.0,1285318.0,LaReina,PalmasdeMallorca,7,6,260.0,700.0,4,9364512,,100000,70.3,1900000,1182764420,2
426724100,11990.0,531412.0,Huechuraba,ElCarmen,4,3,170.0,450.0,5,11435116,Giordano Propiedades,110000,49.3,800000,489011910,3
153037000,4300.0,190582.0,Conchali,Av.CardenalJoséMaríaCaro3638,5,2,248.0,292.0,2,6715809,Paz  Legal & Home,145000,42.6,650000,175375414,3
130000000,3653.0,161893.0,Lampa,ValleGrande,2,1,60.0,100.0,3,10895192,Paz  Legal & Home,120000,43.7,670000,148987532,0
177950000,5000.0,221606.0,Maipu,Huenteno,5,3,100.0,166.0,2,9546935,,580000,50.2,850000,203924900,3
188627000,5300.0,234903.0,Penaflor,CondominioSol,3,3,90.0,120.0,3,9978976,,95000,44.9,690000,216160394,3
305718100,8590.0,380720.0,Huechuraba,ElSauce,4,4,140.0,250.0,3,11429525,Giordano Propiedades,110000,49.3,800000,350342978,3
444839410,12499.0,553972.0,Huechuraba,SantaMartadeHuechuraba,5,5,180.0,580.0,5,7971323,Mpm Propiedades Limitada,110000,49.3,800000,509771465,3
115000000,3231.0,143213.0,ElMonte,IgnacioPalmaVicuña218,3,3,100.0,170.0,2,11440454,Propital,38000,40.1,580000,131776270,3
316751000,8900.0,394460.0,Nunoa,DoctorGenaroBenavides,4,3,145.0,285.0,3,11433288,,250000,68.7,1700000,362986322,3
261195010,7339.0,325274.0,Providencia,DiegodeAlmagroconSuecia,4,3,94.0,104.0,1,11425958,Propital,155000,75.1,2400000,299320968,3
40000000,1124.0,49813.0,Santiago,JuanMartínezdeRozas2454,3,1,37.0,32.0,0,11423079,Rosario,505000,62.4,1200000,45842318,0
99000000,2782.0,123288.0,Macul,JorgeGonzálezBastías4215,2,1,70.0,128.0,1,9630477,Rosario,135000,56.2,980000,113463814,0
56000000,1573.0,69738.0,PedroAguirreCerda,Pje.43276,3,1,65.0,70.0,0,9630592,Rosario,115000,41.2,620000,64154774,0
709308700,19930.0,883323.0,Santiago,Sta.Elena1130,7,3,3467.0,752.0,4,10721217,,505000,62.4,1200000,812844651,2
571895710,16069.0,712199.0,Nunoa,Hannoverconestrellasolitaria,6,2,157.0,408.0,6,11417583,Propital,250000,68.7,1700000,655373844,3
150000000,4215.0,186800.0,PenaloLen,Peñalolén,5,4,130.0,175.0,3,6211455,Difusion Propiedades,260000,52.8,870000,171908691,3
320310000,9000.0,398892.0,Buin,AltoSacramento,4,3,188.0,350.0,6,11381269,,90000,44.2,680000,367064820,3
198000000,5563.0,246575.0,EstacionCentral,EstaciónCentral,7,3,180.0,120.0,2,5395066,Difusion Propiedades,200000,46.8,720000,226886844,3
601471000,16900.0,749030.0,Colina,CondominioCanquénNorte,4,3,270.0,580.0,4,9752751,Sucasa Gestión Inmobiliaria,180000,53.1,920000,689266162,3
137000000,3849.0,170610.0,Conchali,SeisPoniente,6,2,156.0,192.0,1,5093646,Ascaim Propiedades,145000,42.6,650000,156981388,3
137021500,3850.0,170637.0,PuenteAlto,LosCastaños1059,3,1,85.0,185.0,2,11338850,Ambiento Propiedades,650000,42.1,680000,157022173,0
183500000,5156.0,228518.0,SanBernardo,CondominioParqueBalmaceda,4,3,108.0,182.0,2,3513793,Balance,320000,40.5,620000,210287357,3
560000000,15735.0,697385.0,Buin,Calleelbosque,6,3,550.0,2000.0,3,5857769,Sucasa Gestión Inmobiliaria,90000,44.2,680000,641751660,2
265000000,7446.0,330012.0,Macul,Av.Marathon2400,4,2,144.0,221.0,3,7580054,Sucasa Gestión Inmobiliaria,135000,56.2,980000,303684961,3
134530200,3780.0,167534.0,Maipu,Av.BosqueAlto3129,3,3,76.0,118.0,2,9231182,Ambiento Propiedades,580000,50.2,850000,154167224,3
354000000,9947.0,440847.0,CaleradeTango,SanJosédeTango,3,3,218.0,5000.0,6,8310493,G A M P. Propiedades,30000,46.2,750000,405688196,1
150000000,4215.0,186800.0,Independencia,LongitudinalSeis1223,3,1,76.0,145.0,1,11010819,,105000,52.1,850000,171908691,0
120000000,3372.0,149440.0,Maipu,Berkley,4,1,170.0,220.0,1,10801762,,580000,50.2,850000,137526953,0
135242000,3800.0,168421.0,Buin,PastorPoncianoYañez,3,2,89.0,212.0,2,8620279,Ambiento Propiedades,90000,44.2,680000,154982924,0
138089200,3880.0,171967.0,PadreHurtado,FernandoMuñozRojas1133,3,2,74.0,140.0,1,11252860,,65000,42.3,640000,158245722,0
75900000,2133.0,94521.0,LaFlorida,SantaJulia,6,2,110.0,154.0,1,10563501,Intermedia Propiedades,400000,53.6,950000,86994362,3
533850000,15000.0,664819.0,LasCondes,DomingoBondi/AlonsodeCamargo,4,2,170.0,468.0,3,11212213,Lorraine Landon Propiedades,310000,76.2,2800000,611774700,3
80000000,2248.0,99626.0,PadreHurtado,Sanbenedictino52villaSantafe,5,3,106.0,168.0,2,10223385,,65000,42.3,640000,91684635,3
142360000,4000.0,177285.0,Lampa,LaMontañaNte.3650,3,3,84.0,133.0,2,8722194,Behouse,120000,43.7,670000,163139920,3
77799740,2186.0,96886.0,SanBernardo,RinconadadeNos,2,1,78.0,70.0,2,10633223,Hernán Arriagada,320000,40.5,620000,89155966,0
179729500,5050.0,223823.0,LaFlorida,Casaenpasajecerrado,3,2,92.0,179.0,2,9141583,Punto Exacto Corredora de Propiedades Ltda.,400000,53.6,950000,205964149,0
138801000,3900.0,172853.0,EstacionCentral,MigueldeCervantes,3,1,77.0,171.0,1,9023136,Sp Rios Propiedades,200000,46.8,720000,159061422,0
960930000,27000.0,1196675.0,LaFlorida,Lientur,4,4,182.0,1600.0,5,3002413,Sp Rios Propiedades,400000,53.6,950000,1101194460,2
925340000,26000.0,1152354.0,Santiago,AvenidaRicardoLyon/DiegodeAlmagro,5,3,254.0,490.0,4,11083332,Lorraine Landon Propiedades,505000,62.4,1200000,1060409480,2
115000000,3231.0,143213.0,PedroAguirreCerda,Alhué3004,4,2,90.0,100.0,1,10090797,Arévalo Propiedades,115000,41.2,620000,131776270,0
102641560,2884.0,127823.0,PuenteAlto,Abtao,3,1,61.0,108.0,2,11066473,Bissac,650000,42.1,680000,117623882,0
65500000,1840.0,81569.0,Paine,ParqueNacionalAltosdeLircay,2,1,54.0,97.0,1,11029691,,80000,41.5,610000,75044363,0
115000000,3231.0,143213.0,Paine,LasAcacias112,3,1,60.0,1164.0,0,9464865,,80000,41.5,610000,131776270,0
462670000,13000.0,576177.0,PenaloLen,AlvaroCasanova355,4,3,140.0,260.0,2,11011207,Samsara Propiedades y Asesorías,260000,52.8,870000,530204740,3
72000000,2023.0,89664.0,PadreHurtado,VillaParquedelSol,3,2,65.0,90.0,1,9643153,Mauro Propiedades,65000,42.3,640000,82508015,0
140000000,3934.0,174346.0,PuenteAlto,CalleCardenalFresno,3,3,92.0,172.0,4,7675587,Mauro Propiedades,650000,42.1,680000,160448111,3
252333100,7090.0,314238.0,SanBernardo,VolcánPomerape.,3,2,83.0,750.0,6,10957028,Propiedades Abarca,320000,40.5,620000,289165508,0
409285000,11500.0,509695.0,LaReina,PríncipedeGales,5,4,150.0,250.0,2,10953746,,100000,70.3,1900000,469027270,3
115952220,3258.0,144399.0,SanBernardo,PasajeRemi,3,2,63.0,107.0,2,10730488,Propiedades Abarca,320000,40.5,620000,132877465,0
242012000,6800.0,301385.0,PenaloLen,AlbertoOrregoLuco,3,2,98.0,227.0,2,10916394,Lorraine Landon Propiedades,260000,52.8,870000,277337864,0
210000000,5901.0,261519.0,LaFlorida,Sinaí,4,2,153.0,173.0,2,6558925,Paz  Legal & Home,400000,53.6,950000,240672167,0
206422000,5800.0,257064.0,Buin,AltoSacramento,4,3,130.0,216.0,2,8631344,,90000,44.2,680000,236552884,3
97000000,2725.0,120797.0,Maipu,NemesioAntunez,3,3,79.0,106.0,2,7726360,,580000,50.2,850000,111139071,3
295397000,8300.0,367867.0,LaCisterna,Pintados180,5,2,150.0,330.0,3,10878080,Rodrigo Cañas de la Cerda Propiedades,100000,51.4,820000,338515334,3
75000000,2107.0,93400.0,Melipilla,entretacnaconyungaymelipilla,3,1,43.0,198.0,2,8876766,Paula Vivanco Arenas,120000,43.1,660000,85933953,0
320310000,9000.0,398892.0,LaFlorida,¡Miraesto!¡Esespectacular!RojasMagallanes,4,4,177.0,259.0,3,4870914,Punto Exacto Corredora de Propiedades Ltda.,400000,53.6,950000,367064820,3
125000000,3512.0,155666.0,Macul,Montevideo,3,1,81.0,160.0,3,8174557,Novavista,135000,56.2,980000,143236850,0
105000000,2950.0,130760.0,LaReina,Cordillera,4,1,70.0,135.0,1,6128942,Novavista,100000,70.3,1900000,120315691,0
480465000,13500.0,598337.0,Colina,PortalLosMaitenes,3,3,167.0,400.0,3,9531622,Tym Corredoras,180000,53.1,920000,550597230,3
252689000,7100.0,314681.0,LaFlorida,EnriqueOlivaresconAlicahue,4,2,100.0,240.0,2,10697355,,400000,53.6,950000,289573358,0
323869000,9100.0,403324.0,Colina,CaminodelMimo,5,4,139.0,330.0,2,10686291,,180000,53.1,920000,371143318,3
373695000,10500.0,465374.0,SanBernardo,Eyzaguirre1210,10,4,200.0,662.0,8,10680700,,320000,40.5,620000,428242290,2
227000000,6378.0,282690.0,Quilicura,ValleLoCampino,5,3,178.0,216.0,1,9742504,G A M P. Propiedades,250000,47.5,780000,260126602,3
151257500,4250.0,188366.0,Independencia,Gral.Saavedra1324,7,2,197.0,225.0,0,9555440,Román Propiedades,105000,52.1,850000,173336165,3
266925000,7500.0,332410.0,LaFlorida,CascadadelaPalomaSur,3,3,121.0,290.0,2,10656285,Samsara Propiedades y Asesorías,400000,53.6,950000,305887350,3
143000000,4018.0,178082.0,Recoleta,DoctorSoterodelRío&Huasco,4,2,160.0,300.0,2,7755357,Navacasa Propiedades,180000,48.5,780000,163874050,0
75000000,2107.0,93400.0,PuenteAlto,PedroNúñezFernández,2,1,56.0,80.0,2,9634508,,650000,42.1,680000,85933953,0
69500000,1953.0,86550.0,Buin,SanFélix129,2,1,54.0,82.0,1,9552084,,90000,44.2,680000,79653066,0
140000000,3934.0,174346.0,PuenteAlto,SanExpedito,3,2,90.0,110.0,1,10199601,,650000,42.1,680000,160448111,0
907545000,25500.0,1130193.0,LoBarnechea,LasPataguas,5,6,320.0,1040.0,6,10572453,,120000,74.8,2600000,1040016990,2
75000000,2107.0,93400.0,PadreHurtado,Villacentenario,2,1,60.0,90.0,1,10371383,Propiedades Coda,65000,42.3,640000,85933953,0
120000000,3372.0,149440.0,Penaflor,DonVicente,3,3,130.0,150.0,2,10371607,Propiedades Coda,95000,44.9,690000,137526953,3
64500000,1812.0,80324.0,PuenteAlto,SargentoMenadier,5,2,130.0,115.0,2,10563302,Intermedia Propiedades,650000,42.1,680000,73902384,3
79000000,2220.0,98381.0,EstacionCentral,Anay,3,2,80.0,160.0,1,8723620,Arévalo Propiedades,200000,46.8,720000,90542656,0
205000000,5760.0,255293.0,Santiago,Cuevas/Maule,7,3,161.0,185.0,0,8677192,,505000,62.4,1200000,234921485,3
240000000,6743.0,298879.0,Santiago,Carmen/Barretos,5,3,190.0,250.0,1,8677225,,505000,62.4,1200000,275013120,3
88000000,2473.0,109589.0,Pudahuel,LosTricahues,3,2,65.0,90.0,2,6431360,,260000,44.3,710000,100861256,0
74000000,2079.0,92154.0,Maipu,BanderaChilena,4,2,50.0,69.0,1,9674826,alejandra escanilla garrido,580000,50.2,850000,84791973,0
448434000,12600.0,558448.0,LaReina,SectorBlestGanaL3CastilloVelasco,3,2,228.0,451.0,3,9153550,Bello Propiedades Gestión Inmobiliaria,100000,70.3,1900000,513890748,0
240232500,6750.0,299169.0,Buin,AltoSacramento,4,3,119.0,220.0,2,9140364,,90000,44.2,680000,275298615,3
227776000,6400.0,283656.0,LasCondes,MartíndeZamora/lareconquista,2,1,60.0,80.0,0,10327869,Kinast Propiedades,310000,76.2,2800000,261023872,0
130000000,3653.0,161893.0,Lampa,LosHalcones,3,1,85.0,180.0,3,10284765,Alessandro Matteucci Cajas,120000,43.7,670000,148987532,0
273000000,7671.0,339975.0,PenaloLen,LosJardineros,4,2,250.0,500.0,4,7742050,Helena de Troya,260000,52.8,870000,312861582,3
180000000,5058.0,224159.0,LoPrado,LosPlátanosxxx6,8,8,139.0,282.0,3,7844718,,110000,38.4,550000,206290429,2
286499500,8050.0,356786.0,PenaloLen,ElOlivillo5956,5,3,131.0,241.0,1,5311878,Arévalo Propiedades,260000,52.8,870000,328319089,3
120000000,3372.0,149440.0,Maipu,CerroBlanco,2,2,75.0,149.0,1,10084070,Codalu Propiedades,580000,50.2,850000,137526953,0
120000000,3372.0,149440.0,Maipu,CerroBarón,4,2,82.0,104.0,1,10081031,Codalu Propiedades,580000,50.2,850000,137526953,0
120000000,3372.0,149440.0,PuenteAlto,AvenidaLasNievesOriente,3,3,84.0,120.0,1,10080601,Codalu Propiedades,650000,42.1,680000,137526953,3
743831000,20900.0,926315.0,LoBarnechea,CaminodelYunque,4,3,225.0,700.0,2,7086037,Platoni y Bonet Propiedades,120000,74.8,2600000,852406082,3
151257500,4250.0,188366.0,SanBernardo,PasajeTurinPoniente,4,2,85.0,155.0,2,8657276,Rodrigo Cañas de la Cerda Propiedades,320000,40.5,620000,173336165,0
117589360,3304.0,146438.0,PuenteAlto,PasajeIslaNavarino,3,2,102.0,86.0,1,9728294,Margarita Leiva Catalan,650000,42.1,680000,134753574,0
355900000,10000.0,443213.0,LaFlorida,LasChilcasNorte,3,2,140.0,1000.0,4,8574336,Gilmpb,400000,53.6,950000,407849800,0
622825000,17500.0,775623.0,PenaloLen,Elembalse,4,3,200.0,2000.0,0,8574183,Gilmpb,260000,52.8,870000,713737150,3
176900000,4970.0,220299.0,Nunoa,Zañartu2740,4,2,100.0,124.0,1,9767097,,250000,68.7,1700000,202701351,0
960752050,26995.0,1196453.0,LoBarnechea,CaminodeLosCastores,6,6,350.0,1000.0,7,7923562,Rsa Gestión Inmobiliaria,120000,74.8,2600000,1100990535,2
178270310,5009.0,222005.0,PuenteAlto,Canaldelaluz,3,3,99.0,157.0,2,6175452,Enfoque Propiedades,650000,42.1,680000,204291965,3
130000000,3653.0,161893.0,PuenteAlto,Aguavivanorte,3,1,75.0,102.0,1,7809524,Enfoque Propiedades,650000,42.1,680000,148987532,0
140000000,3934.0,174346.0,PuenteAlto,Cabrero,4,1,74.0,162.0,2,8107890,Enfoque Propiedades,650000,42.1,680000,160448111,0
122000000,3428.0,151930.0,Maipu,Losmoais,3,1,91.0,138.0,1,9302068,,580000,50.2,850000,139810911,0
247350500,6950.0,308033.0,Buin,CamiloBerriosQuintanilla,3,3,112.0,240.0,2,7970036,Propiedades Abarca,90000,44.2,680000,283455611,3
432418500,12150.0,538504.0,LaReina,CarlosSilvaVildósola,5,4,140.0,220.0,2,6133981,Equus Gestión Inmobiliaria,100000,70.3,1900000,495537507,3
