Price_UF,Comuna,Dorms,Baths,Built Area,Total Area,Parking,Realtor,UF_m2,log_price,log_area
4120.0,LaFlorida,3,2,91.0,163.0,3,Unne,45.274727,8.323608,5.09375
2910.0,Melipilla,3,2,90.0,200.0,2,Unne,32.333332,7.9759083,5.2983174
13000.0,Providencia,4,3,150.0,350.0,2,Unne,86.666664,9.472705,5.857933
3742.0,SanBernardo,8,3,342.0,533.0,3,Unne,10.941521,8.227376,6.2785215
1524.0,Peñaflor,3,2,72.0,100.0,2,Unne,21.166666,7.329094,4.6051702
13000.0,Colina,2,3,178.0,471.0,4,Unne,73.03371,9.472705,6.154858
17800.0,Providencia,4,2,250.0,500.0,5,Unne,71.2,9.786954,6.214608
2301.0,Lampa,6,2,133.0,138.0,2,Unne,17.300753,7.741099,4.9272537
3049.0,PuenteAlto,3,1,87.0,110.0,2,Unne,35.04598,8.022569,4.7004805
3149.0,Macul,4,1,79.0,100.0,2,Unne,39.86076,8.05484,4.6051702
1885.0,EstaciónCentral,2,1,50.0,70.0,1,Unne,37.7,7.541683,4.248495
12929.0,LaReina,6,4,180.0,425.0,3,Unne,71.827774,9.467228,6.052089
6052.0,Peñalolén,5,2,120.0,300.0,5,Unne,50.433334,8.708144,5.7037826
5266.0,Pudahuel,6,2,168.0,290.0,2,Gesinprop Gestión Inmobiliaria,31.345238,8.569026,5.669881
3603.0,LaCisterna,3,2,120.0,238.0,1,Gesinprop Gestión Inmobiliaria,30.025,8.189522,5.4722705
4850.0,Maipú,3,3,86.0,202.0,3,Gesinprop Gestión Inmobiliaria,56.395348,8.486734,5.3082676
4150.0,Maipú,3,3,76.0,134.0,3,Gesinprop Gestión Inmobiliaria,54.605263,8.330864,4.89784
2910.0,PuenteAlto,3,2,91.0,96.0,1,Gesinprop Gestión Inmobiliaria,31.978022,7.9759083,4.564348
2217.0,Maipú,3,1,66.0,92.0,2,Gesinprop Gestión Inmobiliaria,33.590908,7.7039104,4.5217886
3243.0,Maipú,3,2,72.0,122.0,2,Gesinprop Gestión Inmobiliaria,45.041668,8.084254,4.804021
2633.0,Maipú,2,1,52.0,122.0,1,Gesinprop Gestión Inmobiliaria,50.634617,7.8758793,4.804021
3603.0,Pudahuel,3,1,110.0,120.0,1,Unne,32.754547,8.189522,4.787492
2439.0,SanBernardo,4,3,210.0,190.0,2,Unne,11.614285,7.7993436,5.247024
2850.0,PuenteAlto,3,2,70.0,98.0,2,Unne,40.714287,7.9550743,4.5849676
6100.0,LaFlorida,4,3,120.0,171.0,3,Desconocido,50.833332,8.716044,5.1416636
6711.0,LaFlorida,3,1,90.0,540.0,4,Unne,74.566666,8.811503,6.291569
2633.0,LaPintana,3,1,87.0,100.0,1,Unne,30.264368,7.8758793,4.6051702
3187.0,Buin,4,3,138.0,200.0,3,Desconocido,23.094202,8.066835,5.2983174
2495.0,PuenteAlto,4,1,62.0,97.0,2,Unne,40.241936,7.822044,4.574711
2079.0,LoBarnechea,2,1,48.0,78.0,1,Unne,43.3125,7.6396422,4.356709
6375.0,LaGranja,6,3,234.0,548.0,4,Unne,27.24359,8.760139,6.3062754
8000.0,LaFlorida,3,3,180.0,350.0,3,Unne,44.444443,8.987197,5.857933
14384.0,Ñuñoa,4,4,357.0,390.0,2,Unne,40.291317,9.573872,5.966147
5900.0,PuenteAlto,4,3,110.0,149.0,2,Unne,53.636364,8.682708,5.0039463
6098.0,Lampa,4,3,99.0,170.0,3,Desconocido,61.59596,8.715716,5.1357985
6500.0,LaFlorida,4,4,127.0,173.0,1,Brokers Inmobiliarios,51.181103,8.779557,5.1532917
4573.0,PuenteAlto,4,3,110.0,146.0,2,Unne,41.572727,8.427925,4.983607
5821.0,Maipú,5,3,140.0,100.0,1,Unne,41.57857,8.669228,4.6051702
5543.0,PuenteAlto,5,3,200.0,260.0,5,Unne,27.715,8.620291,5.560682
2495.0,Lampa,3,1,51.0,130.0,2,Unne,48.92157,7.822044,4.8675346
18000.0,Santiago,5,3,220.0,310.0,2,Unne,81.818184,9.798127,5.7365723
5767.0,LaFlorida,3,3,140.0,250.0,3,Unne,41.192856,8.659907,5.521461
3991.0,Maipú,4,2,136.0,126.0,2,Corredora De Propiedades Alto Coipue Spa,29.345589,8.291797,4.836282
3326.0,Pudahuel,3,1,103.0,126.0,1,Desconocido,32.291264,8.109526,4.836282
2910.0,LoPrado,3,2,80.0,200.0,1,Good Propiedades Ltda.,36.375,7.9759083,5.2983174
4158.0,Pudahuel,5,2,131.0,172.0,1,Unne,31.740458,8.332789,5.1474943
4573.0,SanBernardo,3,2,98.0,200.0,3,Desconocido,46.663265,8.427925,5.2983174
29000.0,LaReina,5,4,220.0,800.0,3,Unne,131.81818,10.275051,6.684612
4150.0,Quilicura,4,2,80.0,125.0,2,Unne,51.875,8.330864,4.828314
2772.0,SanBernardo,4,2,132.0,84.0,1,Desconocido,21.0,7.9273243,4.4308167
6500.0,QuintaNormal,3,2,140.0,484.0,4,Desconocido,46.42857,8.779557,6.182085
8600.0,Peñalolén,3,4,140.0,300.0,4,Unne,61.42857,9.059518,5.7037826
2301.0,PuenteAlto,5,2,95.0,101.0,2,Unne,24.221052,7.741099,4.6151204
2633.0,Lampa,3,1,51.0,130.0,2,Unne,51.627453,7.8758793,4.8675346
5800.0,LaFlorida,4,2,169.0,290.0,3,Unne,34.319527,8.665613,5.669881
9500.0,LaFlorida,3,3,119.0,356.0,3,Fe Propiedades Spa,79.83193,9.159047,5.874931
4130.0,PuenteAlto,3,3,88.0,128.0,1,Fe Propiedades Spa,46.93182,8.326033,4.8520303
6375.0,LaFlorida,5,4,130.0,200.0,3,Fe Propiedades Spa,49.03846,8.760139,5.2983174
3326.0,SanBernardo,3,2,119.0,119.0,2,Propital,27.94958,8.109526,4.7791233
2605.0,Peñalolén,3,1,54.0,105.0,2,Unne,48.24074,7.865188,4.65396
8750.0,Ñuñoa,4,2,130.0,175.0,2,Unne,67.30769,9.076809,5.164786
7206.0,SanMiguel,4,3,163.0,270.0,4,Unne,44.208588,8.882669,5.598422
5900.0,Maipú,3,3,104.0,230.0,2,Propital,56.73077,8.682708,5.4380794
18400.0,LoBarnechea,4,5,209.0,720.0,4,Unne,88.03828,9.820106,6.5792513
2301.0,EstaciónCentral,3,1,50.0,50.0,2,Corredores Asociados,46.02,7.741099,3.912023
6652.0,LaFlorida,4,2,123.0,361.0,4,Easyprop,54.081303,8.802673,5.888878
1890.0,PuenteAlto,2,1,48.0,93.0,2,Unne,39.375,7.544332,4.5325994
2150.0,Buin,2,1,48.0,94.0,1,Desconocido,44.791668,7.673223,4.543295
3000.0,Buin,3,1,58.0,103.0,1,Desconocido,51.724136,8.006368,4.634729
2130.0,Buin,2,2,49.0,83.0,1,Desconocido,43.469387,7.6638775,4.4188404
10000.0,Providencia,6,3,99.0,235.0,1,Desconocido,101.0101,9.2103405,5.4595857
10850.0,LaCisterna,4,2,164.0,345.0,1,Desconocido,66.15854,9.291921,5.8435445
15700.0,Colina,4,4,164.0,579.0,4,OSSANDON CORREDORES ASOCIADOS S.A.,95.731705,9.661416,6.3613024
16000.0,Huechuraba,5,5,209.0,667.0,3,Nexxos,76.55502,9.680344,6.50279
7500.0,Huechuraba,5,3,140.0,270.0,2,Propital,53.57143,8.922658,5.598422
17850.0,LoBarnechea,5,4,186.0,394.0,2,Lyon y Balmaceda Ltda.,95.96774,9.789759,5.976351
2716.0,SanBernardo,2,1,59.0,105.0,2,Easyprop,46.033897,7.9069157,4.65396
1608.0,PuenteAlto,2,1,68.0,98.0,1,Unne,23.647058,7.382746,4.5849676
18570.0,LaFlorida,3,2,250.0,800.0,5,Unne,74.28,9.829303,6.684612
5261.0,PuenteAlto,5,3,178.0,264.0,3,Nexxos,29.55618,8.568076,5.575949
10400.0,Colina,5,4,140.0,420.0,3,Nexxos,74.28571,9.249561,6.0402546
19000.0,Vitacura,5,3,180.0,270.0,4,Nexxos,105.55556,9.852194,5.598422
1524.0,SanBernardo,2,1,55.0,70.0,1,Unne,27.709091,7.329094,4.248495
10290.0,Ñuñoa,3,3,117.0,170.0,2,Cata Brochet,87.948715,9.238928,5.1357985
2633.0,PedroAguirreCerda,3,1,70.0,81.0,1,Unne,37.614285,7.8758793,4.394449
16500.0,LaReina,3,3,138.0,333.0,2,Alto Andes,119.565216,9.711116,5.8081427
5900.0,Peñalolén,3,2,99.0,198.0,3,Easyprop,59.59596,8.682708,5.288267
6290.0,QuintaNormal,3,2,129.0,462.0,3,Unne,48.75969,8.7467165,6.135565
13100.0,LoBarnechea,4,4,150.0,254.0,2,Easyprop,87.333336,9.480368,5.5373344
3500.0,Maipú,3,2,84.0,128.0,2,Mi Llave,41.666668,8.160519,4.8520303
2772.0,Lampa,2,1,70.0,100.0,1,Corredores Independientes,39.6,7.9273243,4.6051702
11900.0,Colina,4,3,165.0,350.0,3,Unne,72.121216,9.384294,5.857933
4850.0,SanMiguel,4,3,150.0,200.0,2,Unne,32.333332,8.486734,5.2983174
18900.0,Colina,6,5,341.0,948.0,2,Unne,55.42522,9.846917,6.8543544
15250.0,Ñuñoa,2,1,120.0,709.0,3,Unne,127.083336,9.632335,6.5638556
5239.0,PuenteAlto,5,3,160.0,194.0,3,Unne,32.74375,8.563886,5.267858
3880.0,SanBernardo,3,1,56.0,144.0,1,Unne,69.28571,8.263591,4.9698133
3465.0,Conchalí,3,1,83.0,194.0,1,Unne,41.746986,8.150468,5.267858
2744.0,PadreHurtado,3,2,60.0,90.0,2,Unne,45.733334,7.917172,4.4998097
4933.0,Buin,3,3,95.0,211.0,2,Unne,51.926315,8.503702,5.351858
1850.0,ElBosque,2,1,75.0,142.0,1,Unne,24.666666,7.522941,4.955827
8500.0,Colina,4,3,140.0,440.0,2,Tsi Property,60.714287,9.047821,6.086775
3465.0,PuenteAlto,4,2,93.0,136.0,4,Unne,37.258064,8.150468,4.912655
3685.0,PuenteAlto,4,3,79.0,97.0,1,Desconocido,46.64557,8.212026,4.574711
9450.0,Peñalolén,4,3,129.0,268.0,2,Unne,73.25581,9.15377,5.590987
5600.0,Huechuraba,3,3,95.0,136.0,2,Unne,58.94737,8.630522,4.912655
12200.0,Vitacura,4,2,88.0,240.0,2,Easyprop,138.63637,9.409191,5.480639
5219.0,PuenteAlto,3,3,134.0,168.0,2,Elitte Propiedades,38.94776,8.560061,5.123964
3990.0,Maipú,5,2,91.0,91.0,1,Brokers Inmobiliarios,43.846153,8.291547,4.5108595
2772.0,PuenteAlto,1,2,165.0,190.0,1,Brokers Inmobiliarios,16.8,7.9273243,5.247024
12500.0,Colina,5,4,172.0,390.0,3,ProUrbe Manquehue,72.674416,9.433484,5.966147
4750.0,PuenteAlto,3,3,94.0,180.0,2,Nexxos,50.531914,8.465899,5.192957
2000.0,Melipilla,3,1,73.0,129.0,1,Nexxos,27.39726,7.6009026,4.8598123
23500.0,LasCondes,6,4,330.0,750.0,5,Unne,71.21212,10.064755,6.6200733
9500.0,Colina,3,3,140.0,348.0,3,Bernal Propiedades - Santa Elena de Chicureo,67.85714,9.159047,5.8522024
2910.0,PuenteAlto,3,1,76.0,105.0,4,Grupo Premium Propiedades Santiago,38.289474,7.9759083,4.65396
1800.0,PuenteAlto,3,1,50.0,83.0,1,Grupo Premium Propiedades Santiago,36.0,7.495542,4.4188404
12500.0,Colina,5,5,182.0,417.0,4,Unne,68.68132,9.433484,6.0330863
3326.0,PadreHurtado,3,2,77.0,77.0,2,Grupo Premium Propiedades Santiago,43.194805,8.109526,4.3438053
4934.0,Maipú,3,3,90.0,140.0,2,Grupo Premium Propiedades Santiago,54.822224,8.503905,4.9416423
2500.0,Maipú,3,2,49.0,90.0,2,Grupo Premium Propiedades Santiago,51.02041,7.824046,4.4998097
5890.0,IsladeMaipo,3,3,110.0,302.0,2,Grupo Premium Propiedades Santiago,53.545456,8.681011,5.7104273
5500.0,Macul,3,3,190.0,180.0,4,Unne,28.947369,8.612503,5.192957
4377.0,Macul,4,1,81.0,171.0,3,Unne,54.037037,8.384119,5.1416636
3603.0,Quilicura,3,1,87.0,146.0,2,Brokers Inmobiliarios,41.41379,8.189522,4.983607
4296.0,PuenteAlto,7,2,105.0,210.0,3,Unne,40.914288,8.365439,5.3471074
2354.0,PuenteAlto,2,1,90.0,110.0,1,Inmobienes.,26.155556,7.763871,4.7004805
6890.0,Buin,3,3,116.0,260.0,2,Alto Andes,59.396553,8.837827,5.560682
3700.0,PuenteAlto,2,1,90.0,110.0,4,Nexxos,41.11111,8.216088,4.7004805
4158.0,LaGranja,6,4,100.0,510.0,4,Urbalia,41.58,8.332789,6.234411
1524.0,Melipilla,2,1,91.0,91.0,1,Brokers Inmobiliarios,16.747253,7.329094,4.5108595
17990.0,LasCondes,3,4,162.0,162.0,4,Alto Andes,111.049385,9.797571,5.0875964
2079.0,PuenteAlto,2,1,59.0,100.0,2,Desconocido,35.23729,7.6396422,4.6051702
4439.0,PuenteAlto,3,3,130.0,130.0,1,Brokers Inmobiliarios,34.146152,8.398185,4.8675346
4518.0,Cerrillos,3,2,120.0,260.0,3,Desconocido,37.65,8.415825,5.560682
12650.0,Providencia,5,3,160.0,260.0,6,Alto Andes,79.0625,9.445413,5.560682
2356.0,PuenteAlto,2,1,45.0,60.0,1,Metro cúbico propiedades,52.355556,7.7647204,4.0943446
4600.0,Quilicura,4,2,105.0,120.0,1,Corredores Independientes,43.809525,8.433811,4.787492
18899.0,LoBarnechea,6,4,263.0,500.0,4,Easyprop,71.859314,9.846865,6.214608
2744.0,LaFlorida,2,1,82.0,162.0,1,Desconocido,33.463413,7.917172,5.0875964
4715.0,Pudahuel,3,3,130.0,141.0,1,Cadepar Propiedades SpA,36.26923,8.458505,4.94876
3603.0,Maipú,2,1,47.0,133.0,3,Desconocido,76.65958,8.189522,4.890349
4712.0,Quilicura,3,3,150.0,110.0,2,Armacima,31.413334,8.457868,4.7004805
3880.0,PuenteAlto,3,2,128.0,127.0,1,Armacima,30.3125,8.263591,4.8441873
7500.0,LaFlorida,3,3,125.0,140.0,2,Armacima,60.0,8.922658,4.9416423
4300.0,Melipilla,3,2,80.0,230.0,2,Desconocido,53.75,8.36637,5.4380794
2910.0,Melipilla,3,2,70.0,100.0,1,Desconocido,41.57143,7.9759083,4.6051702
15900.0,LoBarnechea,6,4,178.0,225.0,2,Alto Andes,89.32584,9.674074,5.4161005
12000.0,LaReina,5,3,210.0,250.0,1,Nexxos,57.142857,9.392662,5.521461
4435.0,SanBernardo,4,1,100.0,260.0,3,Desconocido,44.35,8.397283,5.560682
5150.0,Maipú,5,3,120.0,130.0,1,Corredores Independientes,42.916668,8.546752,4.8675346
3187.0,EstaciónCentral,4,1,80.0,112.0,3,alejandra escanilla garrido,39.8375,8.066835,4.7184987
2328.0,Maipú,3,1,49.0,108.0,3,alejandra escanilla garrido,47.510204,7.7527647,4.6821313
5957.0,PuenteAlto,3,2,94.0,283.0,2,Easyprop,63.37234,8.692323,5.645447
5984.0,SanMiguel,3,3,160.0,500.0,3,Easyprop,37.4,8.696844,6.214608
6490.0,Ñuñoa,4,3,109.0,119.0,1,Good Property,59.541283,8.778018,4.7791233
8000.0,PuenteAlto,3,3,250.0,250.0,1,Brokers Inmobiliarios,32.0,8.987197,5.521461
2360.0,Conchalí,3,1,78.0,178.0,1,Desconocido,30.25641,7.766417,5.1817837
5000.0,Cerrillos,3,3,158.0,158.0,1,Brokers Inmobiliarios,31.645569,8.517193,5.062595
4296.0,Maipú,3,2,95.0,155.0,1,Corredora De Propiedades Alto Coipue Spa,45.221054,8.365439,5.043425
2439.0,Maipú,3,2,78.0,75.0,1,Corredora De Propiedades Alto Coipue Spa,31.26923,7.7993436,4.317488
4019.0,Maipú,4,3,107.0,138.0,2,Corredora De Propiedades Alto Coipue Spa,37.56075,8.298788,4.9272537
1663.0,PuenteAlto,3,2,50.0,60.0,1,Brokers Inmobiliarios,33.26,7.4163785,4.0943446
2633.0,PadreHurtado,4,1,98.0,165.0,1,Desconocido,26.867348,7.8758793,5.1059456
3500.0,Maipú,4,2,102.0,128.0,2,Nexxos,34.313725,8.160519,4.8520303
2300.0,Maipú,3,1,71.0,100.0,1,Desconocido,32.394367,7.7406645,4.6051702
5800.0,SanBernardo,3,3,97.0,97.0,2,Jorge Pablo Caro Propiedades,59.793816,8.665613,4.574711
4158.0,PuenteAlto,3,2,80.0,160.0,1,FAVREAU GESTIÓN INMOBILIARIA,51.975,8.332789,5.075174
3465.0,LaCisterna,3,1,75.0,180.0,3,Nexxos,46.2,8.150468,5.192957
2356.0,Peñaflor,3,1,51.0,74.0,1,Urbalia,46.19608,7.7647204,4.304065
6650.0,Colina,3,3,113.0,113.0,2,Urbalia,58.849556,8.802372,4.727388
3187.0,Recoleta,4,2,172.0,259.0,3,Nexxos,18.52907,8.066835,5.556828
17500.0,LasCondes,3,3,170.0,236.0,2,Nexxos,102.94118,9.769957,5.463832
4433.0,Ñuñoa,4,2,180.0,120.0,1,Easyprop,24.627777,8.3968315,4.787492
2633.0,PuenteAlto,2,1,60.0,88.0,1,Desconocido,43.883335,7.8758793,4.477337
3035.0,SanBernardo,3,1,75.0,105.0,1,Brokers Inmobiliarios,40.466667,8.017966,4.65396
7700.0,LaReina,3,2,99.0,189.0,2,Desconocido,77.77778,8.948976,5.241747
3049.0,Pudahuel,4,2,83.0,100.0,2,RUKAM SPA,36.73494,8.022569,4.6051702
4573.0,Maipú,3,3,89.0,185.0,3,Desconocido,51.382023,8.427925,5.220356
3326.0,SanRamón,4,1,126.0,119.0,1,Desconocido,26.396826,8.109526,4.7791233
2356.0,Conchalí,3,1,78.0,178.0,1,Desconocido,30.205128,7.7647204,5.1817837
3600.0,Lampa,3,2,65.0,190.0,1,Easyprop,55.384617,8.188689,5.247024
2495.0,Lampa,3,1,51.0,130.0,3,Easyprop,48.92157,7.822044,4.8675346
4950.0,Lampa,3,3,114.0,170.0,2,Easyprop,43.42105,8.507143,5.1357985
2467.0,Lampa,3,2,53.0,87.0,1,Propital,46.54717,7.810758,4.465908
14950.0,Santiago,3,5,140.0,350.0,2,Corredores Asociados,106.78571,9.612467,5.857933
16000.0,Santiago,4,3,230.0,517.0,3,Corredores Asociados,69.565216,9.680344,6.248043
4296.0,Maipú,3,2,101.0,200.0,2,Todo Propiedades,42.534653,8.365439,5.2983174
3800.0,Recoleta,1,2,70.0,70.0,1,Corredores Asociados,54.285713,8.242756,4.248495
3825.0,PuenteAlto,3,2,111.0,136.0,2,Corredores Asociados,34.45946,8.249313,4.912655
5650.0,PuenteAlto,5,3,140.0,205.0,3,Corredores Asociados,40.357143,8.639411,5.32301
3825.0,PuenteAlto,3,2,111.0,136.0,1,Corredores Asociados,34.45946,8.249313,4.912655
4400.0,Peñaflor,3,3,94.0,140.0,3,Corredores Asociados,46.80851,8.389359,4.9416423
4399.0,Peñaflor,3,3,90.0,140.0,3,Corredores Asociados,48.877777,8.3891325,4.9416423
4500.0,Peñaflor,3,3,94.0,120.0,3,Corredores Asociados,47.87234,8.411833,4.787492
4750.0,LasCondes,3,2,70.0,76.0,1,Corredores Asociados,67.85714,8.465899,4.3307333
4800.0,LaFlorida,3,1,60.0,160.0,1,Mauricio Pino Propiedades,80.0,8.476371,5.075174
7206.0,LaCisterna,5,3,85.0,120.0,8,Corredores Asociados,84.776474,8.882669,4.787492
1388.0,Santiago,3,1,78.0,78.0,1,Corredores Asociados,17.794872,7.235619,4.356709
2217.0,CerroNavia,4,2,90.0,162.0,2,Desconocido,24.633333,7.7039104,5.0875964
8300.0,Ñuñoa,3,2,115.0,172.0,2,Corredores Asociados,72.17391,9.024011,5.1474943
13000.0,Peñalolén,5,4,170.0,530.0,2,Corredores Asociados,76.47059,9.472705,6.272877
12000.0,Maipú,5,3,153.0,721.0,5,Corredores Asociados,78.43137,9.392662,6.5806394
6375.0,Independencia,4,2,130.0,216.0,2,Corredores Asociados,49.03846,8.760139,5.3752785
7500.0,Huechuraba,6,3,170.0,300.0,2,Corredores Asociados,44.117645,8.922658,5.7037826
6800.0,Huechuraba,4,3,140.0,179.0,2,Corredores Asociados,48.57143,8.824677,5.187386
3880.0,ElBosque,9,4,165.0,300.0,4,BP Consulting Chile,23.515152,8.263591,5.7037826
7540.0,Huechuraba,4,3,140.0,140.0,2,Corredores Asociados,53.857143,8.927978,4.9416423
3100.0,Santiago,2,2,50.0,50.0,1,Corredores Asociados,62.0,8.039158,3.912023
3890.0,SanBernardo,4,3,120.0,140.0,1,Corredores Asociados,32.416668,8.266165,4.9416423
2744.0,PuenteAlto,4,2,110.0,110.0,2,Corredores Asociados,24.945454,7.917172,4.7004805
5000.0,PuenteAlto,3,3,130.0,200.0,2,Corredores Asociados,38.46154,8.517193,5.2983174
3603.0,Peñaflor,3,3,85.0,200.0,2,Corredores Asociados,42.388237,8.189522,5.2983174
3326.0,Maipú,3,1,63.0,156.0,2,Corredores Asociados,52.79365,8.109526,5.049856
7000.0,LaReina,3,1,115.0,200.0,2,Corredores Asociados,60.869564,8.853665,5.2983174
2716.0,LaFlorida,3,2,76.0,135.0,1,Corredores Asociados,35.736843,7.9069157,4.905275
6900.0,Huechuraba,4,3,140.0,190.0,2,Corredores Asociados,49.285713,8.839276,5.247024
5160.0,Buin,4,3,100.0,212.0,1,Corredores Asociados,51.6,8.548692,5.3565865
6928.0,PadreHurtado,4,3,100.0,377.0,2,Corredores Asociados,69.28,8.843327,5.9322453
4500.0,Cerrillos,3,1,275.0,275.0,2,Corredores Asociados,16.363636,8.411833,5.616771
5125.0,Recoleta,4,3,162.0,230.0,4,Desconocido,31.635803,8.541885,5.4380794
16990.0,LoBarnechea,5,4,140.0,400.0,2,Corredores Asociados,121.35714,9.74038,5.9914646
21500.0,LasCondes,6,4,253.0,824.0,4,Corredores Asociados,84.98024,9.975808,6.7141705
11450.0,LasCondes,4,2,94.0,254.0,2,Corredores Asociados,121.80851,9.345745,5.5373344
1829.0,Melipilla,2,1,70.0,90.0,1,Corredores Asociados,26.12857,7.5115247,4.4998097
4160.0,LaGranja,5,4,140.0,170.0,2,Corredores Asociados,29.714285,8.33327,5.1357985
2540.0,LaGranja,3,1,102.0,121.0,2,Corredores Asociados,24.90196,7.8399196,4.7957907
3298.0,LaGranja,3,2,85.0,160.0,2,Corredores Asociados,38.8,8.101071,5.075174
2356.0,LaGranja,2,1,47.0,47.0,3,Corredores Asociados,50.12766,7.7647204,3.8501477
1940.0,Talagante,5,2,100.0,100.0,1,Corredores Asociados,19.4,7.570443,4.6051702
1663.0,Talagante,4,1,65.0,65.0,1,Corredores Asociados,25.584616,7.4163785,4.1743875
1857.0,Talagante,3,1,58.0,58.0,1,Corredores Asociados,32.017242,7.5267177,4.060443
9673.0,Talagante,5,4,200.0,200.0,10,Corredores Asociados,48.365,9.1770935,5.2983174
1608.0,Talagante,4,1,120.0,120.0,1,Corredores Asociados,13.4,7.382746,4.787492
2217.0,SanRamón,3,1,90.0,90.0,1,Corredores Asociados,24.633333,7.7039104,4.4998097
1663.0,Peñaflor,4,3,90.0,90.0,1,Corredores Asociados,18.477777,7.4163785,4.4998097
3880.0,Peñaflor,3,3,93.0,93.0,2,Corredores Asociados,41.72043,8.263591,4.5325994
2495.0,Peñaflor,3,2,114.0,114.0,2,Corredores Asociados,21.885965,7.822044,4.7361984
4435.0,Peñaflor,4,1,150.0,150.0,3,Corredores Asociados,29.566668,8.397283,5.0106354
1774.0,Peñaflor,2,1,62.0,62.0,1,Corredores Asociados,28.612904,7.4809923,4.1271343
3298.0,PadreHurtado,3,3,57.0,57.0,1,Corredores Asociados,57.85965,8.101071,4.0430512
2106.0,Cerrillos,3,1,80.0,80.0,1,Corredores Asociados,26.325,7.652546,4.3820267
6250.0,Colina,3,2,95.0,350.0,2,Urbalia,65.789474,8.740336,5.857933
3880.0,CaleradeTango,3,1,100.0,100.0,3,Corredores Asociados,38.8,8.263591,4.6051702
2328.0,Pudahuel,4,1,90.0,120.0,2,Corredores Asociados,25.866667,7.7527647,4.787492
6350.0,Santiago,4,3,200.0,200.0,2,Desconocido,31.75,8.75621,5.2983174
14800.0,Ñuñoa,6,4,140.0,311.0,3,Corredores Asociados,105.71429,9.602383,5.739793
8400.0,Ñuñoa,4,2,150.0,190.0,1,Corredores Asociados,56.0,9.035987,5.247024
9500.0,Ñuñoa,5,3,103.0,184.0,1,Corredores Asociados,92.23301,9.159047,5.214936
6700.0,Huechuraba,4,3,119.0,200.0,2,Corredores Asociados,56.30252,8.809863,5.2983174
3437.0,ElBosque,5,2,107.0,107.0,2,Corredores Asociados,32.121494,8.142354,4.6728287
1802.0,SanRamón,3,1,80.0,276.0,1,Corredores Asociados,22.525,7.4966526,5.620401
3742.0,PuenteAlto,3,2,80.0,110.0,1,Corredores Asociados,46.775,8.227376,4.7004805
3326.0,PuenteAlto,4,2,98.0,133.0,2,Corredores Asociados,33.938774,8.109526,4.890349
13990.0,LasCondes,6,5,170.0,350.0,4,Corredores Asociados,82.29412,9.546098,5.857933
12500.0,Santiago,6,4,261.0,438.0,7,Corredores Asociados,47.89272,9.433484,6.082219
2419.0,PuenteAlto,2,1,98.0,169.0,1,Desconocido,24.683674,7.7911096,5.1298985
9000.0,SanMiguel,2,2,212.0,312.0,1,Corredores Asociados,42.45283,9.1049795,5.7430034
2440.0,Maipú,3,2,65.0,80.0,1,Corredores Asociados,37.53846,7.799753,4.3820267
3800.0,Cerrillos,5,2,140.0,275.0,3,Corredores Asociados,27.142857,8.242756,5.616771
8800.0,Ñuñoa,3,2,94.0,206.0,3,Corredores Asociados,93.61702,9.082507,5.327876
8100.0,LaReina,4,2,117.0,277.0,3,Corredores Asociados,69.23077,8.9996195,5.6240177
6750.0,Independencia,7,4,180.0,320.0,1,Corredores Asociados,37.5,8.817298,5.768321
2520.0,LaFlorida,3,1,65.0,65.0,1,Zahause.cl,38.76923,7.832014,4.1743875
3326.0,PuenteAlto,3,2,70.0,154.0,1,Corredores Asociados,47.514286,8.109526,5.0369525
6450.0,LaGranja,4,2,240.0,640.0,4,Corredores Asociados,26.875,8.771835,6.461468
6800.0,PuenteAlto,7,3,195.0,170.0,2,Mauricio Pino Propiedades,34.871796,8.824677,5.1357985
3400.0,Buin,3,2,77.0,77.0,2,Corredores Asociados,44.155846,8.131531,4.3438053
6150.0,Buin,3,2,80.0,80.0,2,Corredores Asociados,76.875,8.724207,4.3820267
5550.0,Buin,3,3,97.0,150.0,2,Corredores Asociados,57.216496,8.621553,5.0106354
21900.0,Vitacura,5,3,166.0,233.0,1,Corredores Asociados,131.9277,9.994242,5.4510384
11800.0,Peñalolén,3,3,350.0,500.0,2,Corredores Asociados,33.714287,9.3758545,6.214608
2411.0,PuenteAlto,2,2,70.0,70.0,1,Corredores Asociados,34.442856,7.787797,4.248495
3603.0,PuenteAlto,3,2,60.0,60.0,2,Corredores Asociados,60.05,8.189522,4.0943446
4158.0,LaFlorida,3,1,162.0,162.0,3,Corredores Asociados,25.666666,8.332789,5.0875964
4580.0,LaFlorida,4,2,119.0,168.0,2,Corredores Asociados,38.487396,8.429454,5.123964
4407.0,LaFlorida,3,3,120.0,120.0,2,Corredores Asociados,36.725,8.390949,4.787492
3878.0,LaFlorida,4,3,99.0,99.0,3,Corredores Asociados,39.17172,8.263075,4.59512
3825.0,LaFlorida,4,2,100.0,160.0,2,Corredores Asociados,38.25,8.249313,5.075174
4400.0,LaFlorida,3,2,95.0,176.0,2,Corredores Asociados,46.31579,8.389359,5.170484
5543.0,Ñuñoa,4,2,150.0,230.0,3,Nexxos,36.953335,8.620291,5.4380794
3603.0,Ñuñoa,3,1,100.0,75.0,3,Nexxos,36.03,8.189522,4.317488
3603.0,EstaciónCentral,2,2,92.0,161.0,1,Cristy yessica cotal saavedra,39.163044,8.189522,5.081404
